,StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,DistributionChannel,UserLanguage,consent,Q98_First.Click,Q98_Last.Click,Q98_Page.Submit,Q98_Click.Count,PK_1_1,PK_1_2,PK_1_3,PK_1_4,agree_1,informed_1_1,informed_1_2,informed_1_3,informed_1_4,accurate_1,believable_1,trustworthy_1,factual_1,Q99_First.Click,Q99_Last.Click,Q99_Page.Submit,Q99_Click.Count,PK_1imprint_1,PK_1imprint_2,PK_1imprint_3,PK_1imprint_4,agree_1imprint,informed_1imprint_1,informed_1imprint_2,informed_1imprint_3,informed_1imprint_4,accurate_1imprint,believable_1imprint,trustworthy_1imprint,factual_1imprint,Q121_First.Click,Q121_Last.Click,Q121_Page.Submit,Q121_Click.Count,PK_2imprint_1,PK_2imprint_2,PK_2imprint_3,PK_2imprint_4,agree_2imprint,informed_2imprint_1,informed_2imprint_2,informed_2imprint_3,informed_2imprint_4,informed_2imprint_5,accurate_2imprint,believable_2imprint,trustworthy_2imprint,factual_2imprint,Q122_First.Click,Q122_Last.Click,Q122_Page.Submit,Q122_Click.Count,PK_2_1,PK_2_2,PK_2_3,PK_2_4,agree_2,informed_2_1,informed_2_2,informed_2_3,informed_2_4,informed_2_5,accurate_2,believable_2,trustworthy_2,factual_2,Q123_First.Click,Q123_Last.Click,Q123_Page.Submit,Q123_Click.Count,PK_3_1,PK_3_2,PK_3_3,PK_3_4,agree_3,informed_3_1,informed_3_2,informed_3_3,informed_3_4,accurate_3,believable_3,trustworthy_3,factual_3,Q124_First.Click,Q124_Last.Click,Q124_Page.Submit,Q124_Click.Count,PK_3imprint_1,PK_3imprint_2,PK_3imprint_3,PK_3imprint_4,agree_3imprint,informed_3imprint_1,informed_3imprint_2,informed_3imprint_3,informed_3imprint_4,accurate_3imprint,believable_3imprint,trustworthy_3imprint,factual_3imprint,Q125_First.Click,Q125_Last.Click,Q125_Page.Submit,Q125_Click.Count,PK_4imprint_1,PK_4imprint_2,PK_4imprint_3,PK_4imprint_4,agree_4imprint,informed_4imprint_1,informed_4imprint_2,informed_4imprint_3,informed_4imprint_4,accurate_4imprint,believable_4imprint,trustworthy_4imprint,factual_4imprint,Q126_First.Click,Q126_Last.Click,Q126_Page.Submit,Q126_Click.Count,PK_4_1,PK_4_2,PK_4_3,PK_4_4,agree_4,informed_4_1,informed_4_2,informed_4_3,informed_4_4,accurate_4,believable_4,trustworthy_4,factual_4,election_reg,recall_num,recall_name,useful_rank_1,useful_rank_2,useful_rank_3,useful_rank_4,useful_rank_5,useful_rank_6,useful_rank_6_TEXT,reg_know,EPE_1,EPE_2,EPE_3,EPE_4,EPE_5,open_q,partyID,partyID_12_TEXT,age,gender,education,education_6_TEXT,general_confidence_1,general_confidence_2,general_confidence_3,general_confidence_4,general_confidence_5,general_confidence_6,general_confidence_7,general_confidence_8,general_confidence_9,democracy,political_interest,external_efficacy,internal_efficacy,SM_use,SM_frequency_1,Training.condition,Advert.1,Advert.2,Advert.3,Advert.4,Time.taken,Fluent.languages,age_sample,sex_sample,Ethnicity.simplified,Country.of.birth,Country.of.residence,Nationality,Language,Student.status,Employment.status
1263,27/03/2024 04:48,27/03/2024 04:58,100,551,TRUE,27/03/2024 04:58,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,14.177,14.177,14.185,1,Slightly disagree,Strongly agree,Disagree,Agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,3,3,4,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,39.009,39.009,39.016,1,Disagree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Disagree,Agree,Strongly disagree,4,3,4,2,28.401,28.401,28.407,1,Slightly disagree,Strongly agree,Disagree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,5,6,5,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,42.962,42.962,42.969,1,Slightly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Disagree,Agree,5,6,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,No opinion/not sure,Not sure,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",2,3,4,1,5,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,Conservative,,19,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,A little dissatisfied,Not very interested,A moderate amount  ,A lot ,"None, No time at all ",Never,0,1,0,0,1,562,English,18,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
1264,27/03/2024 05:11,27/03/2024 05:19,100,454,TRUE,27/03/2024 05:19,anonymous,EN,I agree to the above statements and consent to participating in this study,9.33,9.33,9.334,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,6,6,4,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,7.105,19.671,19.674,3,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Strongly disagree,5,5,4,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,35.718,35.718,35.722,1,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,6,6,6,7,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,5.304,37.171,37.173,2,Strongly disagree,Strongly agree,Strongly disagree,Slightly agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,5,6,4,1,Slightly insufficient,Not sure,Common Sense Collective,5,1,4,2,3,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,I do not identify with any political party,,24,Male,"A-level, or equivalent",,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,A little dissatisfied,Fairly interested,A little ,Not at all ,Less than 1/2 hour ,2-5 times a day,0,0,1,1,0,459,English,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
1265,27/03/2024 04:31,27/03/2024 04:48,100,990,TRUE,27/03/2024 04:48,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,35.786,35.786,35.787,1,Agree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Agree,Disagree,2,3,3,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,39.439,39.439,39.441,1,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,2,3,3,7,44.005,44.005,44.008,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,4,7,5,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,105.628,105.628,105.629,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,7,7,7,7,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Completely insufficient,2,"Common Sense Collective,Campaign for a better Britain",6,3,1,2,5,4,,Not sure,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Name and address of group. Indicator of how left or right the group is. Where the funding is coming from for the ad,Alliance Party,,64,Male,"A-level, or equivalent",,Disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,A little dissatisfied,Fairly interested,A little ,A little ,1/2 hour to 1 hour ,2-5 times a day,1,1,0,0,1,1001,English,64,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
1266,27/03/2024 04:46,27/03/2024 05:17,100,1827,TRUE,27/03/2024 05:17,anonymous,EN,I agree to the above statements and consent to participating in this study,66.808,66.808,66.811,1,Slightly disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,5,4,5,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,100.692,100.692,100.694,1,Neither agree nor disagree,Agree,Disagree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,3,2,2,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,85.335,85.335,85.337,1,Disagree,Agree,Disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,5,5,6,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,144.139,144.139,144.14,1,Slightly disagree,Agree,Slightly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,5,5,4,3,No opinion/not sure,3,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3,4,2,1,5,6,general public,There are no regulatory controls on any type of political advertising during UK elections,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,verifiable sources,Liberal Democrat,,65,Female,"Postgraduate (e.g. M.Sc, Ph.D)",,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,A little dissatisfied,Slightly interested,A little ,A little ,Less than 1/2 hour ,2-5 times a day,1,0,1,1,0,1834,English,64,Female,White,South Africa,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1267,27/03/2024 04:43,27/03/2024 04:57,100,851,TRUE,27/03/2024 04:57,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,16.588,16.588,16.59,1,Slightly disagree,Strongly agree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly agree,Disagree,Agree,Disagree,4,4,3,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,48.781,48.781,48.782,1,Slightly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,4,4,3,2,24.557,24.557,24.56,1,Slightly disagree,Slightly agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,5,6,5,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,108.348,108.348,108.35,1,Slightly disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,4,5,4,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,Not sure,"The People’s movement,Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",4,1,2,3,5,6,,Not sure,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,,Liberal Democrat,,43,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,A little dissatisfied,Slightly interested,A moderate amount  ,A little ,1/2 hour to 1 hour ,"Once every couple of days	",1,1,0,0,1,857,English,42,Female,White,Argentina,United Kingdom,United Kingdom,English,No,Part-Time
1268,27/03/2024 04:55,27/03/2024 05:08,100,777,TRUE,27/03/2024 05:08,anonymous,EN,I agree to the above statements and consent to participating in this study,34.243,34.243,34.248,1,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,4,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,60.395,60.395,60.409,1,Agree,Agree,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,4,4,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,34.845,34.845,34.861,1,Slightly agree,Agree,Slightly disagree,Slightly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,5,5,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,37.65,37.65,37.655,1,Slightly disagree,Agree,Slightly disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,4,3,2,Completely insufficient,Not sure,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",3,5,4,1,2,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Strongly agree,direct leafletting,Conservative,,53,Female,"GCSE level, or equivalent",,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Fairly satisfied,Slightly interested,A moderate amount  ,A little ,Less than 1/2 hour ,"Once a day	",0,0,1,1,0,794,English,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
1269,27/03/2024 05:35,27/03/2024 05:47,100,684,TRUE,27/03/2024 05:47,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,21.622,21.622,21.625,1,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,22.04,22.04,22.042,1,Disagree,Agree,Disagree,Slightly agree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,19.752,19.752,19.757,1,Agree,Agree,Agree,Strongly agree,Disagree,Somewhat agree,Disagree,Agree,Disagree,3,4,3,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,53.374,53.374,53.375,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,4,4,4,4,No opinion/not sure,1,Common Sense Collective,5,1,4,3,2,6,,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,not sure,I do not identify with any political party,,37,Female,"Postgraduate (e.g. M.Sc, Ph.D)",,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Fairly satisfied,Not at all interested,Not at all ,Not at all ,"None, No time at all ","Once a day	",1,1,0,1,0,691,English,36,Female,Asian,India,United Kingdom,India,Tamil,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1270,27/03/2024 05:43,27/03/2024 05:51,100,447,TRUE,27/03/2024 05:51,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,22.865,22.865,22.867,1,Disagree,Strongly agree,Slightly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,5,6,5,5,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,26.596,26.596,26.598,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Strongly disagree,4,5,4,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,28.041,28.041,28.043,1,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,5,6,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,36.55,36.55,36.552,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,5,7,4,2,No opinion/not sure,2,"Breaking Barriers Alliance,Speak Freely Inc.",2,3,4,1,5,6,,Not sure,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,,Labour,,22,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Very dissatisfied,Very interested ,Not at all ,A little ,1 to 2 hours ,Less than once a week,0,1,0,1,0,452,English,22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1271,27/03/2024 04:35,27/03/2024 04:54,100,1110,TRUE,27/03/2024 04:54,anonymous,EN,I agree to the above statements and consent to participating in this study,24.874,24.874,24.877,1, Disagree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,6,6,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,142.601,142.601,142.606,1,Slightly agree,Strongly agree,Slightly agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,6,6,5,5,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,61.32,61.32,61.322,1,Neither agree nor disagree,Agree,Slightly agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,6,7,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,89.779,89.779,89.782,1,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,6,6,6,3,Slightly insufficient,0,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,2,4,3,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,,Scottish National Party (SNP),,53,Female,"A-level, or equivalent",,Disagree,Disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,A little dissatisfied,Slightly interested,Not at all ,Not at all ,Less than 1/2 hour ,2-5 times a day,0,0,1,1,0,1118,English,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1272,27/03/2024 04:38,27/03/2024 04:50,100,709,TRUE,27/03/2024 04:50,anonymous,EN,I agree to the above statements and consent to participating in this study,17.029,17.029,17.03,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Disagree,Agree,5,5,4,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,26.163,26.163,26.165,1,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,5,6,6,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,33.32,33.32,33.33,1,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,7,7,5,7,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,74.739,74.739,74.742,1,Neither agree nor disagree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Somewhat agree,Agree,6,6,4,1,Mostly insufficient,0,Campaign for a better Britain,1,2,5,4,3,6,,Not sure,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,"Promises, what changes are going to be made, not could happen, actual postive change",Green Party,,33,Female,"A-level, or equivalent",,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Not at all interested,Not at all ,Not at all ,"None, No time at all ",2-5 times a day,0,0,1,1,0,713,English,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1273,27/03/2024 05:12,27/03/2024 05:20,100,484,TRUE,27/03/2024 05:20,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,13.219,13.219,13.221,1,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,4,4,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,28.634,28.634,28.637,1,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,5,5,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,1.815,17.948,17.95,3,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,5,6,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,40.128,40.128,40.129,1,Agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,5,5,5,2,Mostly sufficient,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,6,3,2,4,5,NGOs,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Sources for claims made,Labour,,33,Male,"Postgraduate (e.g. M.Sc, Ph.D)",,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,A little dissatisfied,Fairly interested,Not at all ,A moderate amount  ,1/2 hour to 1 hour ,Less than once a week,0,1,0,1,0,492,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
1274,27/03/2024 05:00,27/03/2024 05:25,100,1515,TRUE,27/03/2024 05:25,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,18.872,18.872,18.876,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,21.685,21.685,21.689,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,4,4,2,2,21.305,21.305,21.31,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,2,2,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,101.43,101.43,101.432,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,2,2,2,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,No opinion/not sure,Not sure,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",2,4,1,3,5,6,,There are no regulatory controls on any type of political advertising during UK elections,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Not sure,Labour,,54,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Neither agree nor disagree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Disagree,A little dissatisfied,Not very interested,Not at all ,A little ,"None, No time at all ","More than five times a day	",0,1,0,0,1,1522,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1275,27/03/2024 04:50,27/03/2024 04:59,100,553,TRUE,27/03/2024 04:59,anonymous,EN,I agree to the above statements and consent to participating in this study,12.831,12.831,12.835,1,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,4,5,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,24.858,24.858,24.862,1,Slightly disagree,Strongly agree,Slightly disagree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,Strongly disagree,3,4,3,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,41.147,41.147,41.155,1,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Agree,Disagree,4,6,3,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,1.839,55.935,55.941,5,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,5,6,3,1,Mostly insufficient,1,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,2,5,4,3,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,"More obvious information about what group is behind the message. And perhaps, if possible, who they are funded by.",Liberal Democrat,,28,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,A little dissatisfied,Fairly interested,A moderate amount  ,A moderate amount  ,Less than 1/2 hour ,Less than once a week,0,0,1,1,0,583,English,27,Male,White,Australia,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
