"","id","Training.condition","Advert.1","Advert.2","Advert.3","Advert.4","election_reg","recall_num","recall_correct","name_correct","name_incorrect","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","useful_rank_1","useful_rank_2","useful_rank_3","useful_rank_4","useful_rank_5","useful_rank_6","useful_rank_6_TEXT","reg_know","EPE_1","EPE_2","EPE_3","EPE_4","general_confidence_1","general_confidence_2","general_confidence_3","general_confidence_4","general_confidence_5","general_confidence_6","general_confidence_7","general_confidence_8","general_confidence_9","democracy","political_interest","external_efficacy","internal_efficacy","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","EPE_mean","political_trust","political_mistrust","political_cynicism"
"634",651,"1","1","0","1","0",4,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",1,2,5,4,3,6,"","Not sure",3,3,3,2,1,1,1,6,7,7,7,7,7,1,5,1,1,"Less than 1/2 hour ","Once a day	","Labour",49,"Male","GCSE level, or equivalent","White",2.75,1,6.66666666666667,7
"635",652,"1","0","1","0","1",3,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,3,4,4,1,2,1,4,3,7,7,7,1,2,1,1,"Less than 1/2 hour ","Never","I do not identify with any political party",34,"Female","GCSE level, or equivalent","White",3.25,2.33333333333333,2.66666666666667,7
"636",653,"1","0","1","0","1",2,"1","incorrect",4,0,"1","1","1","1","0","0","0","0",5,3,2,1,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,5,5,5,2,3,3,3,5,5,6,7,6,2,3,2,2,"Less than 1/2 hour ","Once a day	","Liberal Democrat",51,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,2.66666666666667,4.33333333333333,6.33333333333333
"637",654,"0","1","0","1","0",1,"2","correct",2,0,"1","0","0","1","0","0","0","0",4,1,3,2,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",5,5,4,5,3,4,4,2,2,2,6,6,6,3,4,4,3,"1 to 2 hours ","Less than once a week","Labour",51,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",4.75,3.66666666666667,2,6
"638",655,"0","0","1","0","1",2,"Not sure","incorrect",4,0,"1","1","1","1","0","0","0","0",1,4,2,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,4,4,2,1,2,5,6,6,6,6,7,2,3,1,2,"1/2 hour to 1 hour ","Less than once a week","Labour",34,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,1.66666666666667,5.66666666666667,6.33333333333333
"639",656,"0","1","0","0","1",3,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",5,1,6,4,2,3,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,4,5,6,3,3,3,1,2,2,5,5,6,2,2,3,3,"Less than 1/2 hour ","Never","Conservative",57,"Female","GCSE level, or equivalent","White",4.5,3,1.66666666666667,5.33333333333333
"640",657,"1","0","1","1","0",2,"2","correct",2,0,"1","0","1","0","0","0","0","0",1,5,3,2,4,6,"","There are no regulatory controls on any type of political advertising during UK elections",6,6,6,6,2,2,2,5,5,5,5,6,6,2,4,2,2,"1/2 hour to 1 hour ","Once a day	","Labour",22,"Male","A-level, or equivalent","White",6,2,5,5.66666666666667
"641",658,"1","0","1","0","1",2,"1","incorrect",3,0,"1","0","1","1","0","0","0","0",1,3,5,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,5,5,5,5,5,5,5,6,3,4,3,3,5,3,2,"1/2 hour to 1 hour ","2-5 times a day","Labour",69,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4.75,5,5.33333333333333,3.33333333333333
"642",659,"1","0","1","0","1",3,"3","incorrect",1,1,"0","0","0","1","0","0","1","0",2,4,3,1,6,5,"The general public","Not sure",4,4,5,5,4,4,4,3,2,5,5,4,5,2,3,3,2,"Less than 1/2 hour ","Less than once a week","Labour",54,"Female","GCSE level, or equivalent","White",4.5,4,3.33333333333333,4.66666666666667
"643",660,"1","1","0","0","1",2,"1","incorrect",3,0,"1","1","0","1","0","0","0","0",1,4,3,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,4,5,5,2,2,2,4,5,5,6,6,6,2,5,2,2,NA,"2-5 times a day","Labour",29,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,2,4.66666666666667,6
"644",661,"1","0","1","1","0",5,"1","incorrect",1,0,"1","0","0","0","0","0","0","0",1,5,4,3,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,3,5,4,5,3,3,3,3,5,4,4,2,3,3,3,"Less than 1/2 hour ","Once every couple of days	","Labour",55,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,4,3,4.33333333333333
"645",662,"0","1","0","1","0",4,"Not sure","incorrect",0,0,"0","0","0","0","0","0","0","0",4,2,1,5,3,6,"","There are no regulatory controls on any type of political advertising during UK elections",3,4,3,4,2,1,3,4,4,2,6,6,6,2,1,1,1,"None, No time at all ","2-5 times a day","I do not identify with any political party",29,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,2,3.33333333333333,6
"646",663,"0","1","0","1","0",6,"1","incorrect",2,0,"1","0","0","1","0","0","0","0",3,4,2,1,5,6,"","Not sure",5,5,5,3,3,4,2,4,4,5,5,5,6,2,4,2,2,"1/2 hour to 1 hour ","Once a week	","Liberal Democrat",64,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,3,4.33333333333333,5.33333333333333
"647",664,"0","1","0","1","0",1,"2","correct",2,0,"1","1","0","0","0","0","0","0",1,3,5,4,2,6,"","There are no regulatory controls on any type of political advertising during UK elections",5,6,6,7,4,3,2,2,5,5,6,7,7,1,3,1,2,"Less than 1/2 hour ","Once every couple of days	","Liberal Democrat",36,"Female","A-level, or equivalent","White",6,3,4,6.66666666666667
"648",665,"1","0","1","1","0",2,"3","incorrect",2,0,"1","0","0","1","0","0","0","0",1,2,5,3,4,6,"","Not sure",3,3,3,3,2,2,2,5,6,6,5,6,6,1,5,1,2,"1/2 hour to 1 hour ","Once every couple of days	","Labour",57,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,2,5.66666666666667,5.66666666666667
"649",666,"0","1","0","1","0",2,"0","incorrect",1,0,"1","0","0","0","0","0","0","0",1,5,2,3,4,6,"","Not sure",1,2,2,2,1,1,1,5,5,5,6,7,7,1,4,1,1,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",36,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Other",1.75,1,5,6.66666666666667
"650",667,"1","1","0","1","0",5,"2","correct",2,0,"1","0","0","1","0","0","0","0",3,2,5,4,1,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,1,2,3,3,4,1,3,4,4,6,5,6,3,2,1,2,"None, No time at all ","Never","Conservative",76,"Male","No formal qualifications","White",2,2.66666666666667,3.66666666666667,5.66666666666667
"651",668,"0","0","1","1","0",1,"0","incorrect",3,0,"1","1","0","1","0","0","0","0",4,3,1,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,4,5,4,4,5,5,6,5,6,3,4,3,2,"1/2 hour to 1 hour ","Never","Liberal Democrat",59,"Male","A-level, or equivalent","White",5,4.33333333333333,4.66666666666667,5.66666666666667
"652",669,"1","0","1","1","0",1,"1","incorrect",1,0,"0","0","1","0","0","0","0","0",3,5,4,1,6,2,"People from other countries to see the UK's political standings/what's happening in our politics.","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",1,3,3,4,1,1,2,1,1,3,7,7,7,2,2,1,2,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",24,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2.75,1.33333333333333,1.66666666666667,7
"653",670,"1","1","0","0","1",3,"0","incorrect",1,0,"0","0","0","1","0","0","0","0",2,3,1,4,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",3,4,4,4,2,3,3,4,4,3,6,6,6,1,3,1,2,"1/2 hour to 1 hour ","Once a week	","Plaid Cymru",36,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.75,2.66666666666667,3.66666666666667,6
"654",671,"0","1","0","0","1",2,"0","incorrect",1,1,"1","0","0","0","0","1","0","0",3,2,1,4,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,2,4,6,1,1,1,4,3,4,7,7,7,1,3,1,2,"None, No time at all ","Once a day	","Labour",68,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.75,1,3.66666666666667,7
"655",672,"1","0","1","0","1",2,"2","correct",2,0,"1","0","0","1","0","0","0","0",2,4,3,1,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",2,4,3,4,2,2,2,2,4,7,6,6,7,1,5,1,1,"1 to 2 hours ","Once a day	","I do not identify with any political party",45,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",3.25,2,4.33333333333333,6.33333333333333
"656",673,"0","0","1","1","0",1,"Not sure","incorrect",2,0,"1","0","1","0","0","0","0","0",3,2,4,1,6,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,5,5,1,2,1,2,5,4,7,7,7,1,4,1,2,"Less than 1/2 hour ","Once a day	","Green Party",57,"Male","A-level, or equivalent","White",4.75,1.33333333333333,3.66666666666667,7
"657",675,"0","1","0","0","1",2,"2","correct",2,0,"1","1","0","0","0","0","0","0",2,4,3,1,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",2,4,5,5,2,2,2,2,2,2,6,5,5,2,3,1,1,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",36,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4,2,2,5.33333333333333
"658",676,"1","1","0","0","1",1,"Not sure","incorrect",1,0,"0","0","0","1","0","0","0","0",4,2,6,1,3,5,"","There are no regulatory controls on any type of political advertising during UK elections",2,2,4,4,4,3,3,1,1,1,6,6,5,2,2,2,2,"None, No time at all ","Once a week	","United Kingdom Independence Party (UKIP)",28,"Female","A-level, or equivalent","White",3,3.33333333333333,1,5.66666666666667
"659",677,"0","0","1","1","0",2,"Not sure","incorrect",2,0,"1","1","0","0","0","0","0","0",6,3,2,1,5,4,"Foreign governments","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,3,2,2,3,2,3,3,5,5,5,5,2,4,3,2,"1/2 hour to 1 hour ","Never","Liberal Democrat",27,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2.25,2.33333333333333,3.66666666666667,5
"660",678,"1","0","1","1","0",3,"3","incorrect",3,0,"0","1","1","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,3,3,3,3,2,2,2,2,3,5,5,6,2,2,2,2,"Less than 1/2 hour ","2-5 times a day","Conservative",26,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,2.33333333333333,2.33333333333333,5.33333333333333
"661",679,"1","0","1","1","0",3,"2","correct",4,0,"1","1","1","1","0","0","0","0",1,2,5,4,3,6,"","Not sure",3,4,4,6,2,2,2,5,5,7,7,7,6,3,4,2,2,"1 to 2 hours ","More than five times a day	","Labour",67,"Female","No formal qualifications","White",4.25,2,5.66666666666667,6.66666666666667
"662",680,"0","1","0","1","0",4,"2","correct",3,0,"1","0","1","1","0","0","0","0",3,4,2,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,4,4,4,4,4,3,5,4,4,4,2,4,3,3,"1/2 hour to 1 hour ","Less than once a week","I do not identify with any political party",33,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,4,4,4
"663",681,"1","1","0","1","0",2,"Not sure","incorrect",3,0,"1","1","0","1","0","0","0","0",2,5,4,1,3,6,"","Not sure",5,6,5,5,3,4,2,2,2,2,7,6,5,2,2,2,2,"None, No time at all ","Never","Labour",57,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",5.25,3,2,6
"664",682,"0","0","1","0","1",2,"1","incorrect",1,0,"1","0","0","0","0","0","0","0",1,3,5,4,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,5,5,5,2,2,3,3,4,5,6,7,7,1,3,1,1,"Less than 1/2 hour ","Never","I do not identify with any political party",35,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,2.33333333333333,4,6.66666666666667
"665",683,"0","0","1","1","0",3,"1","incorrect",3,0,"1","1","0","1","0","0","0","0",1,3,4,2,5,6,"","Not sure",5,5,5,5,3,2,1,4,3,2,6,7,6,2,4,3,3,"Less than 1/2 hour ","2-5 times a day","Green Party",54,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,2,3,6.33333333333333
"666",684,"1","0","1","1","0",1,"0","incorrect",3,0,"1","1","0","1","0","0","0","0",1,5,4,2,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",1,1,1,1,3,2,6,4,5,7,6,6,6,2,3,1,1,"Less than 1/2 hour ","2-5 times a day","Conservative",29,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,3.66666666666667,5.33333333333333,6
"667",685,"0","0","1","1","0",4,"3","incorrect",1,0,"0","1","0","0","0","0","0","0",3,1,2,6,4,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,5,4,5,4,5,5,5,4,5,4,5,3,3,3,2,"1 to 2 hours ","Once every couple of days	","Liberal Democrat",47,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4.5,4.66666666666667,4.66666666666667,4.66666666666667
"668",686,"1","0","1","0","1",4,"4","incorrect",4,0,"1","1","1","1","0","0","0","0",2,1,5,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,5,5,6,5,5,3,4,5,4,3,5,3,3,2,4,"None, No time at all ","Once a day	","Conservative",46,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Asian",4.75,5.33333333333333,4,4
"669",687,"0","0","1","1","0",3,"2","correct",2,0,"0","1","1","0","0","0","0","0",2,3,4,5,1,6,"","Not sure",5,5,5,5,7,1,2,2,5,3,7,6,7,1,3,1,1,"Less than 1/2 hour ","Once a day	","Reform UK",37,"Female","GCSE level, or equivalent","White",5,3.33333333333333,3.33333333333333,6.66666666666667
"670",688,"0","1","0","1","0",3,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",2,4,3,5,1,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,3,5,5,5,3,3,3,5,4,5,3,3,3,4,"Less than 1/2 hour ","Never","Conservative",32,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,5,3,4.66666666666667
"671",689,"1","1","0","0","1",1,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",2,4,3,6,1,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",1,1,1,1,1,3,1,1,1,1,5,5,7,1,4,3,4,NA,"Never","Labour",63,"Female","A-level, or equivalent","Asian",1,1.66666666666667,1,5.66666666666667
"672",690,"1","1","0","0","1",2,"1","incorrect",2,0,"1","0","1","0","0","0","0","0",1,2,3,4,5,6,"public","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",1,2,2,1,1,1,2,6,6,6,6,7,7,1,4,1,1,"Less than 1/2 hour ","More than five times a day	","Labour",24,"Female","GCSE level, or equivalent","White",1.5,1.33333333333333,6,6.66666666666667
