"id","Advert.1","Advert.2","Advert.3","Advert.4","Training.condition","advert","version","PK_advert","credibility","informed","agree_value","recall_num","recall_correct","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","political_interest","reg_know","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","PK1_value","PK2_value","PK3_value","PK4_value","PG_value","informed2_value","informed3_value","informed4_value","trustworthy_value","accurate_value","believable_value","factual_value","PK","recall_name","useful_rank_1"
619,"1","0","1","0","1","advert.4","0",2,3.25,5.66666666666667,4,"2","correct","1","1","1","1","0","0","0","0",2,"Not sure","Not sure","Never","I do not identify with any political party",37,"Female","GCSE level, or equivalent","White",2,6,2,5,4,6,6,5,3,4,4,2,3.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",6
620,"1","0","0","1","1","advert.1","1",2.5,3.75,5,5,"2","correct","0","1","1","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Green Party",27,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,3,7,7,5,5,5,4,5,5,1,4.75,"Breaking Barriers Alliance,Speak Freely Inc.",1
620,"1","0","0","1","1","advert.2","0",3,4.25,3,5,"2","correct","0","1","1","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Green Party",27,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,7,3,7,7,3,3,3,4,4,6,3,5,"Breaking Barriers Alliance,Speak Freely Inc.",1
620,"1","0","0","1","1","advert.3","0",1,5.25,2,6,"2","correct","0","1","1","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Green Party",27,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,6,1,5,5,2,2,2,5,5,6,5,3.25,"Breaking Barriers Alliance,Speak Freely Inc.",1
620,"1","0","0","1","1","advert.4","1",1,4,6.33333333333333,5,"2","correct","0","1","1","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Green Party",27,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,5,3,7,7,5,4,5,6,1,3.5,"Breaking Barriers Alliance,Speak Freely Inc.",1
621,"0","1","1","0","1","advert.1","0",4.5,2,6,4,"Not sure","incorrect","0","1","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","United Kingdom Independence Party (UKIP)",51,"Female","A-level, or equivalent","White",5,7,4,7,6,6,6,6,2,3,2,1,5.75,"Breaking Barriers Alliance,Campaign for a better Britain",4
621,"0","1","1","0","1","advert.2","1",1.5,1,7,3,"Not sure","incorrect","0","1","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","United Kingdom Independence Party (UKIP)",51,"Female","A-level, or equivalent","White",1,6,2,7,7,7,7,7,1,1,1,1,4,"Breaking Barriers Alliance,Campaign for a better Britain",4
621,"0","1","1","0","1","advert.3","1",5.5,2,7,2,"Not sure","incorrect","0","1","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","United Kingdom Independence Party (UKIP)",51,"Female","A-level, or equivalent","White",6,7,5,6,7,7,7,7,1,3,3,1,6,"Breaking Barriers Alliance,Campaign for a better Britain",4
621,"0","1","1","0","1","advert.4","0",1,4.25,2.33333333333333,6,"Not sure","incorrect","0","1","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Once a day	","United Kingdom Independence Party (UKIP)",51,"Female","A-level, or equivalent","White",1,7,1,7,7,1,2,4,4,4,5,4,4,"Breaking Barriers Alliance,Campaign for a better Britain",4
622,"0","1","0","1","0","advert.1","0",5,4.25,2,7,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a day	","Scottish National Party (SNP)",47,"Male","A-level, or equivalent","White",5,7,5,6,7,2,2,2,4,5,7,1,5.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
622,"0","1","0","1","0","advert.2","1",3,4.75,2,7,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a day	","Scottish National Party (SNP)",47,"Male","A-level, or equivalent","White",3,7,3,7,7,2,2,2,4,5,7,3,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
622,"0","1","0","1","0","advert.3","0",1,4,1.66666666666667,6,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a day	","Scottish National Party (SNP)",47,"Male","A-level, or equivalent","White",1,7,1,6,7,1,2,2,4,4,6,2,3.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
622,"0","1","0","1","0","advert.4","1",1,3.75,4,5,"2","correct","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a day	","Scottish National Party (SNP)",47,"Male","A-level, or equivalent","White",1,7,1,6,7,4,4,4,4,5,5,1,3.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",3
623,"0","1","0","1","0","advert.1","0",2.5,3.75,3.33333333333333,5,"Not sure","incorrect","1","1","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","2-5 times a day","Labour",21,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,3,6,6,3,2,5,4,5,4,2,4.25,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
623,"0","1","0","1","0","advert.2","1",5,4,3.66666666666667,5,"Not sure","incorrect","1","1","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","2-5 times a day","Labour",21,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,5,5,4,6,3,3,5,5,4,4,3,4.75,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
623,"0","1","0","1","0","advert.3","0",2.5,4.5,2.33333333333333,3,"Not sure","incorrect","1","1","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","2-5 times a day","Labour",21,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,7,2,7,4,2,2,3,5,5,5,3,4.75,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
623,"0","1","0","1","0","advert.4","1",2,4.25,6,3,"Not sure","incorrect","1","1","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","2-5 times a day","Labour",21,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,1,5,7,7,6,5,5,4,6,2,3.75,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
624,"1","0","0","1","1","advert.1","1",7,1,3.66666666666667,1,"Not sure","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Less than once a week","Conservative",66,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",7,6,7,7,7,3,2,6,1,1,1,1,6.75,"Common Sense Collective,Campaign for a better Britain",1
624,"1","0","0","1","1","advert.2","0",7,1,6,1,"Not sure","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Less than once a week","Conservative",66,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",7,7,7,7,7,6,6,6,1,1,1,1,7,"Common Sense Collective,Campaign for a better Britain",1
624,"1","0","0","1","1","advert.3","0",4,2.5,3,3,"Not sure","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Less than once a week","Conservative",66,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,4,3,5,2,2,4,3,2,3,2,3,4.25,"Common Sense Collective,Campaign for a better Britain",1
624,"1","0","0","1","1","advert.4","1",2.5,4,6,5,"Not sure","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Less than once a week","Conservative",66,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",3,7,2,6,6,6,6,6,5,4,5,2,4.5,"Common Sense Collective,Campaign for a better Britain",1
625,"0","1","0","1","0","advert.1","0",7,1,6.66666666666667,4,"2","correct","0","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","United Kingdom Independence Party (UKIP)",49,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,7,7,7,7,7,6,7,1,1,1,1,7,"Speak Freely Inc.,Campaign for a better Britain",1
625,"0","1","0","1","0","advert.2","1",6,2.5,6.33333333333333,4,"2","correct","0","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","United Kingdom Independence Party (UKIP)",49,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,6,7,7,6,7,6,2,4,2,2,6.5,"Speak Freely Inc.,Campaign for a better Britain",1
625,"0","1","0","1","0","advert.3","0",2,4.75,6,7,"2","correct","0","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","United Kingdom Independence Party (UKIP)",49,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,7,7,6,6,6,4,5,5,5,4.5,"Speak Freely Inc.,Campaign for a better Britain",1
625,"0","1","0","1","0","advert.4","1",2,4,4,4,"2","correct","0","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","United Kingdom Independence Party (UKIP)",49,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,6,7,5,2,5,4,4,4,4,4,"Speak Freely Inc.,Campaign for a better Britain",1
626,"0","1","0","1","1","advert.1","0",6.5,2.75,6.66666666666667,3,"2","correct","0","1","0","1","0","0","0","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","More than 2 hours ","2-5 times a day","Labour",36,"Female","A-level, or equivalent","White",7,6,6,7,6,7,6,7,2,3,3,3,6.5,"Breaking Barriers Alliance,Campaign for a better Britain",4
626,"0","1","0","1","1","advert.2","1",3,5.25,3,5,"2","correct","0","1","0","1","0","0","0","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","More than 2 hours ","2-5 times a day","Labour",36,"Female","A-level, or equivalent","White",3,5,3,5,6,2,3,4,6,5,6,4,4,"Breaking Barriers Alliance,Campaign for a better Britain",4
626,"0","1","0","1","1","advert.3","0",2,6.25,3,6,"2","correct","0","1","0","1","0","0","0","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","More than 2 hours ","2-5 times a day","Labour",36,"Female","A-level, or equivalent","White",2,7,2,7,6,5,2,2,6,6,7,6,4.5,"Breaking Barriers Alliance,Campaign for a better Britain",4
626,"0","1","0","1","1","advert.4","1",4.5,6.25,4,3,"2","correct","0","1","0","1","0","0","0","0",2,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","More than 2 hours ","2-5 times a day","Labour",36,"Female","A-level, or equivalent","White",5,7,4,6,7,5,2,5,7,6,6,6,5.5,"Breaking Barriers Alliance,Campaign for a better Britain",4
627,"1","0","0","1","1","advert.1","1",3,3,4.66666666666667,4,"Not sure","incorrect","0","0","0","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","1 to 2 hours ","2-5 times a day","Labour",26,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3,7,3,4,6,4,5,5,4,3,4,1,4.25,"Campaign for a better Britain",2
627,"1","0","0","1","1","advert.2","0",2.5,2.75,5,4,"Not sure","incorrect","0","0","0","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","1 to 2 hours ","2-5 times a day","Labour",26,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3,6,2,4,6,5,5,5,2,4,3,2,3.75,"Campaign for a better Britain",2
627,"1","0","0","1","1","advert.3","0",2,6,6,6,"Not sure","incorrect","0","0","0","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","1 to 2 hours ","2-5 times a day","Labour",26,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,2,5,3,6,6,6,6,5,6,7,3.75,"Campaign for a better Britain",2
627,"1","0","0","1","1","advert.4","1",2.5,5.25,5,4,"Not sure","incorrect","0","0","0","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","1 to 2 hours ","2-5 times a day","Labour",26,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3,7,2,6,7,5,5,5,6,4,5,6,4.5,"Campaign for a better Britain",2
628,"1","0","0","1","0","advert.1","1",2,4,1,4,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","I do not identify with any political party",52,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,5,7,1,1,1,4,4,4,4,3.75,"Campaign for a better Britain",4
628,"1","0","0","1","0","advert.2","0",1.5,4,1,5,"1","incorrect","0","0","0","1","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Once a day	","I do not identify with any political party",52,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,1,4,7,1,1,1,4,4,4,4,3.5,"Campaign for a better Britain",4
