"id","Training.condition","Advert.1","Advert.2","Advert.3","Advert.4","election_reg","recall_num","recall_correct","name_correct","name_incorrect","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","useful_rank_1","useful_rank_2","useful_rank_3","useful_rank_4","useful_rank_5","useful_rank_6","useful_rank_6_TEXT","reg_know","EPE_1","EPE_2","EPE_3","EPE_4","general_confidence_1","general_confidence_2","general_confidence_3","general_confidence_4","general_confidence_5","general_confidence_6","general_confidence_7","general_confidence_8","general_confidence_9","democracy","political_interest","external_efficacy","internal_efficacy","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","EPE_mean","political_trust","political_mistrust","political_cynicism"
694,"1","1","0","0","1",5,"1","incorrect",1,0,"1","0","0","0","0","0","0","0",4,5,2,6,3,1,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,2,4,4,4,4,4,2,2,2,6,2,6,2,2,2,2,"Less than 1/2 hour ","Never","I do not identify with any political party",65,"Female","A-level, or equivalent","Black",3.5,4,2,4.66666666666667
695,"1","1","0","0","1",4,"Not sure","incorrect",4,0,"1","1","1","1","0","0","0","0",1,6,5,3,4,2,"","Not sure",5,5,4,5,2,3,3,2,3,4,5,5,5,2,4,1,2,"Less than 1/2 hour ","Never","I do not identify with any political party",22,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.75,2.66666666666667,3,5
696,"0","0","1","0","1",3,"2","correct",2,1,"1","0","1","0","0","1","0","0",4,3,6,1,2,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,6,4,5,5,6,5,4,3,4,6,6,5,3,3,2,3,"1 to 2 hours ","2-5 times a day","Liberal Democrat",25,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Black",5,5.33333333333333,3.66666666666667,5.66666666666667
697,"0","0","1","1","0",2,"0","incorrect",1,1,"0","1","0","0","0","1","0","0",2,4,5,1,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",5,5,5,5,2,1,1,3,3,5,7,7,7,1,5,2,1,"1 to 2 hours ","Never","Labour",66,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,1.33333333333333,3.66666666666667,7
698,"1","0","1","0","1",2,"Not sure","incorrect",0,1,"0","0","0","0","0","1","0","0",3,2,1,5,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,3,2,3,2,2,1,2,2,2,6,6,6,2,2,2,4,"Less than 1/2 hour ","Once a day	","Green Party",55,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2.5,1.66666666666667,2,6
699,"1","0","1","0","1",4,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",2,6,1,4,3,5,"","Not sure",4,3,4,4,5,5,5,5,5,5,5,5,5,2,2,2,4,"Less than 1/2 hour ","Once a day	","Liberal Democrat",38,"Female","A-level, or equivalent","Other",3.75,5,5,5
700,"0","0","1","1","0",3,"0","incorrect",0,0,"0","0","0","0","0","0","0","0",5,1,2,3,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,4,2,4,3,4,4,6,6,5,2,4,1,1,"Less than 1/2 hour ","Once a day	","I do not identify with any political party",24,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,3.33333333333333,3.66666666666667,5.66666666666667
701,"0","0","1","1","0",4,"2","correct",2,0,"1","0","0","1","0","0","0","0",2,3,1,4,6,5,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,3,5,4,4,3,2,3,3,5,5,5,2,2,2,2,"None, No time at all ","Less than once a week","Liberal Democrat",68,"Female","A-level, or equivalent","White",4.25,3.66666666666667,2.66666666666667,5
702,"1","0","1","0","1",3,"2","correct",4,0,"1","1","1","1","0","0","0","0",2,4,5,3,1,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",2,2,5,5,1,2,2,5,6,5,7,7,7,1,4,1,2,"1 to 2 hours ","2-5 times a day","I do not identify with any political party",30,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Black",3.5,1.66666666666667,5.33333333333333,7
703,"1","1","0","0","1",2,"0","incorrect",0,0,"0","0","0","0","0","0","0","0",1,3,2,5,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,2,2,1,1,2,2,6,7,7,7,2,4,1,2,"1/2 hour to 1 hour ","More than five times a day	","Labour",33,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.25,1.33333333333333,3.33333333333333,7
704,"1","0","1","0","1",4,"3","incorrect",3,0,"1","1","1","0","0","0","0","0",1,3,4,2,5,6,"","Not sure",3,3,4,4,2,2,2,1,2,4,6,6,6,2,1,1,1,"None, No time at all ","Less than once a week","I do not identify with any political party",34,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.5,2,2.33333333333333,6
705,"1","0","1","0","1",3,"0","incorrect",3,0,"1","0","1","1","0","0","0","0",1,5,4,3,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,4,3,4,2,3,5,4,5,4,3,1,3,3,"None, No time at all ","Never","I do not identify with any political party",21,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",5,3.66666666666667,3.33333333333333,4.33333333333333
706,"1","0","1","0","1",3,"0","incorrect",1,0,"0","0","0","1","0","0","0","0",5,2,3,1,4,6,"","There are no regulatory controls on any type of political advertising during UK elections",6,6,4,5,1,1,1,4,7,7,7,7,7,1,3,1,2,"1/2 hour to 1 hour ","2-5 times a day","Green Party",35,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",5.25,1,6,7
707,"0","0","1","1","0",1,"Not sure","incorrect",4,0,"1","1","1","1","0","0","0","0",2,4,5,3,6,1,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,2,3,6,1,1,2,5,5,5,7,7,7,1,5,1,2,"More than 2 hours ","More than five times a day	","Labour",54,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",3.5,1.33333333333333,5,7
708,"1","0","1","0","1",3,"0","incorrect",0,0,"0","0","0","0","0","0","0","0",1,3,5,2,4,6,"","Not sure",4,4,4,4,4,4,4,4,4,4,5,4,5,3,3,2,2,"Less than 1/2 hour ","Never","Conservative",23,"Male","A-level, or equivalent","Other",4,4,4,4.66666666666667
709,"1","0","1","0","1",4,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",1,4,6,5,2,3,"political opponents","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,5,5,5,4,4,5,6,7,6,2,3,3,2,5,3,3,"1 to 2 hours ","Less than once a week","I do not identify with any political party",78,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4.5,4.33333333333333,6.33333333333333,2.66666666666667
710,"0","1","0","0","1",5,"Not sure","incorrect",1,0,"1","0","0","0","0","0","0","0",1,4,2,3,5,6,"the public","Not sure",2,5,2,2,2,3,2,3,5,5,6,6,7,1,4,2,1,"1/2 hour to 1 hour ","Once every couple of days	","Reform UK",72,"Male","A-level, or equivalent","White",2.75,2.33333333333333,4.33333333333333,6.33333333333333
711,"0","0","1","1","0",4,"3","incorrect",2,0,"0","1","0","1","0","0","0","0",2,1,5,3,4,6,"","Not sure",5,5,4,6,5,4,3,1,3,5,4,5,5,3,2,2,2,"Less than 1/2 hour ","Never","I do not identify with any political party",48,"Female","A-level, or equivalent","White",5,4,3,4.66666666666667
712,"1","1","0","1","0",2,"2","correct",2,0,"1","1","0","0","0","0","0","0",1,2,5,3,4,6,"","Not sure",6,6,7,6,2,2,2,6,3,6,6,7,7,1,5,2,1,"Less than 1/2 hour ","Once a day	","Green Party",32,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6.25,2,5,6.66666666666667
713,"1","1","0","1","0",2,"1","incorrect",3,1,"1","1","1","0","0","1","0","0",1,2,4,5,3,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",6,6,6,6,3,4,3,3,3,4,5,6,6,1,4,2,2,"1/2 hour to 1 hour ","Less than once a week","Labour",65,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",6,3.33333333333333,3.33333333333333,5.66666666666667
714,"0","0","1","0","1",5,"3","incorrect",2,0,"1","0","0","1","0","0","0","0",1,5,4,2,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,5,5,5,5,5,4,7,5,6,2,4,2,3,"Less than 1/2 hour ","Once a day	","Scottish National Party (SNP)",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,5,4.66666666666667,6
715,"1","0","1","0","1",7,"3","incorrect",1,0,"0","0","0","1","0","0","0","0",1,3,5,4,2,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,6,6,6,6,1,6,6,7,7,7,7,7,2,5,1,2,"More than 2 hours ","2-5 times a day","Labour",52,"Female","A-level, or equivalent","White",6,4.33333333333333,6.66666666666667,7
716,"1","1","0","1","0",4,"2","correct",1,0,"0","0","1","0","0","0","0","0",5,1,4,3,2,6,"","Not sure",3,5,5,5,1,4,3,1,5,4,5,6,6,1,4,2,2,"Less than 1/2 hour ","Never","I do not identify with any political party",24,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4.5,2.66666666666667,3.33333333333333,5.66666666666667
717,"0","1","0","0","1",4,"2","correct",3,0,"1","0","1","1","0","0","0","0",5,3,4,2,1,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",4,4,5,5,1,1,1,5,4,4,7,7,7,1,5,1,1,"1/2 hour to 1 hour ","Never","Liberal Democrat",60,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.5,1,4.33333333333333,7
718,"1","0","1","0","1",2,"0","incorrect",3,0,"1","0","1","1","0","0","0","0",2,4,3,1,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,6,6,6,3,3,3,4,5,4,4,5,5,1,5,2,3,"1 to 2 hours ","2-5 times a day","Labour",70,"Male","Postgraduate (e.g. M.Sc, Ph.D)","Black",5.75,3,4.33333333333333,4.66666666666667
719,"0","0","1","1","0",6,"1","incorrect",1,0,"0","0","0","1","0","0","0","0",1,3,4,2,5,6,"","All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",3,5,2,5,5,5,5,3,5,5,6,6,5,3,4,2,2,"1/2 hour to 1 hour ","More than five times a day	","Conservative",74,"Male","A-level, or equivalent","White",3.75,5,4.33333333333333,5.66666666666667
720,"1","1","0","1","0",3,"2","correct",3,0,"1","0","1","1","0","0","0","0",4,1,2,3,5,6,"","There are no regulatory controls on any type of political advertising during UK elections",3,3,4,5,3,5,4,3,2,2,6,6,5,3,3,2,1,"Less than 1/2 hour ","Once a day	","Liberal Democrat",57,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.75,4,2.33333333333333,5.66666666666667
721,"1","0","1","1","0",3,"2","correct",4,0,"1","1","1","1","0","0","0","0",1,2,5,4,3,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",4,5,6,3,4,2,2,2,6,6,4,4,5,2,2,1,2,"None, No time at all ","Once a week	","I do not identify with any political party",21,"Male","A-level, or equivalent","White",4.5,2.66666666666667,4.66666666666667,4.33333333333333
722,"1","0","1","1","0",2,"4","incorrect",3,0,"1","1","1","0","0","0","0","0",1,4,2,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",6,5,6,7,1,1,1,5,5,6,7,7,7,1,5,1,1,"1/2 hour to 1 hour ","Once every couple of days	","Scottish National Party (SNP)",37,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",6,1,5.33333333333333,7
723,"0","1","0","0","1",1,"0","incorrect",4,0,"1","1","1","1","0","0","0","0",3,5,2,1,4,6,"","Not sure",5,5,4,7,1,1,1,5,5,5,7,7,7,1,4,1,2,"1/2 hour to 1 hour ","Never","Green Party",34,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5.25,1,5,7
724,"0","1","0","1","0",3,"3","incorrect",3,0,"1","1","0","1","0","0","0","0",2,5,1,4,6,3,"political activists","Not sure",4,6,5,5,3,4,3,4,3,4,5,5,6,2,4,2,3,"More than 2 hours ","2-5 times a day","Labour",59,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,3.33333333333333,3.66666666666667,5.33333333333333
725,"1","1","0","1","0",3,"Not sure","incorrect",4,0,"1","1","1","1","0","0","0","0",1,3,5,2,4,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,4,4,5,4,4,4,6,6,6,5,5,5,2,4,2,2,"1/2 hour to 1 hour ","2-5 times a day","Labour",29,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4,4,6,5
726,"0","1","0","0","1",3,"Not sure","incorrect",3,0,"1","1","1","0","0","0","0","0",1,4,5,3,6,2,"","Not sure",4,5,5,4,5,5,4,3,4,4,5,5,5,2,3,2,2,"Less than 1/2 hour ","2-5 times a day","I do not identify with any political party",30,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Asian",4.5,4.66666666666667,3.66666666666667,5
727,"0","0","1","1","0",4,"2","correct",1,0,"0","1","0","0","0","0","0","0",3,2,5,1,4,6,"","Not sure",2,2,2,3,2,2,5,1,1,4,6,7,6,2,2,2,1,"None, No time at all ","2-5 times a day","Labour",24,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2.25,3,2,6.33333333333333
728,"1","1","0","0","1",1,"Not sure","incorrect",2,0,"1","0","0","1","0","0","0","0",1,2,4,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,2,4,4,2,4,2,4,5,5,4,7,6,1,5,1,1,"1 to 2 hours ","More than five times a day	","I do not identify with any political party",46,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3.75,2.66666666666667,4.66666666666667,5.66666666666667
729,"0","1","0","1","0",3,"2","correct",2,2,"0","0","1","1","0","1","1","0",1,4,3,2,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,5,3,5,3,4,5,3,3,3,3,5,5,2,3,2,2,"Less than 1/2 hour ","Once every couple of days	","Labour",24,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",4,4,3,4.33333333333333
730,"0","1","0","0","1",2,"1","incorrect",2,0,"1","0","0","1","0","0","0","0",1,2,4,3,5,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",1,1,1,1,1,1,1,7,2,7,7,7,7,2,3,1,2,"Less than 1/2 hour ","2-5 times a day","Labour",30,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,1,5.33333333333333,7
731,"1","0","1","0","1",2,"Not sure","incorrect",3,0,"1","1","1","0","0","0","0","0",2,3,5,4,1,6,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",3,3,2,5,3,2,2,6,6,6,5,7,5,1,3,1,2,"1/2 hour to 1 hour ","2-5 times a day","Scottish National Party (SNP)",39,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3.25,2.33333333333333,6,5.66666666666667
732,"1","1","0","1","0",1,"1","incorrect",1,1,"0","0","0","1","0","1","0","0",1,5,3,4,2,6,"","There are no regulatory controls on any type of political advertising during UK elections",5,5,3,4,1,1,1,4,4,4,6,6,7,1,1,1,1,"1/2 hour to 1 hour ","Once a day	","Green Party",35,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4.25,1,4,6.33333333333333
733,"1","1","0","1","0",5,"3","incorrect",4,0,"1","1","1","1","0","0","0","0",6,5,3,4,1,2,"","All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",5,5,5,5,2,2,2,5,3,4,7,6,6,2,4,1,2,"1 to 2 hours ","More than five times a day	","Labour",52,"Female","GCSE level, or equivalent","White",5,2,4,6.33333333333333
